exp_date,species,start_temp,acc_temp,lab_acc,tube,ctmax,length
2026-06-29,Leptodiaptomus siciloides,13,23,no,1,37.8,0.8323
2026-06-29,Leptodiaptomus siciloides,13,23,no,5,37.1,0.9081
2026-06-29,Leptodiaptomus siciloides,13,23,no,7,36.8,0.8038
2026-06-29,Leptodiaptomus siciloides,13,23,no,9,36.2,0.9016
2026-06-29,Leptodiaptomus siciloides,13,23,no,11,37.7,0.7972
