exp_date,species,start_temp,acc_temp,lab_acc,tube,ctmax,length
2026-06-12,Skistodiaptomus pallidus,16,16,yes,1,35.8,0.93
2026-06-12,Skistodiaptomus pallidus,16,16,yes,3,35.6,0.92
2026-06-12,Skistodiaptomus pallidus,16,16,yes,5,36.2,0.95
2026-06-12,Skistodiaptomus pallidus,16,16,yes,9,36.5,1.0
2026-06-12,Skistodiaptomus pallidus,16,16,yes,11,35.7,0.98
