#,Date-Time (EDT),Temperature   (°C),Started,Button Down,Button Up,Host Connected,End of File
176,06/12/2026 13:30:33,31.40,,,,,
177,06/12/2026 13:31:03,31.49,,,,,
178,06/12/2026 13:31:33,31.57,,,,,
179,06/12/2026 13:32:03,31.74,,,,,
180,06/12/2026 13:32:33,31.83,,,,,
181,06/12/2026 13:33:03,31.87,,,,,
182,06/12/2026 13:33:33,32.00,,,,,
183,06/12/2026 13:34:03,32.13,,,,,
184,06/12/2026 13:34:33,32.26,,,,,
185,06/12/2026 13:35:03,32.34,,,,,
186,06/12/2026 13:35:33,32.43,,,,,
187,06/12/2026 13:36:03,32.56,,,,,
188,06/12/2026 13:36:33,32.60,,,,,
189,06/12/2026 13:37:03,32.77,,,,,
190,06/12/2026 13:37:33,32.82,,,,,
191,06/12/2026 13:38:03,32.94,,,,,
192,06/12/2026 13:38:33,32.99,,,,,
193,06/12/2026 13:39:03,33.16,,,,,
194,06/12/2026 13:39:33,33.25,,,,,
195,06/12/2026 13:40:03,33.29,,,,,
196,06/12/2026 13:40:33,33.46,,,,,
197,06/12/2026 13:41:03,33.50,,,,,
198,06/12/2026 13:41:33,33.63,,,,,
199,06/12/2026 13:42:03,33.67,,,,,
200,06/12/2026 13:42:33,33.80,,,,,
201,06/12/2026 13:43:03,33.85,,,,,
202,06/12/2026 13:43:33,33.97,,,,,
203,06/12/2026 13:44:03,34.06,,,,,
204,06/12/2026 13:44:33,34.15,,,,,
205,06/12/2026 13:45:03,34.23,,,,,
206,06/12/2026 13:45:33,34.36,,,,,
207,06/12/2026 13:46:03,34.45,,,,,
208,06/12/2026 13:46:33,34.57,,,,,
209,06/12/2026 13:47:03,34.62,,,,,
210,06/12/2026 13:47:33,34.70,,,,,
211,06/12/2026 13:48:03,34.83,,,,,
212,06/12/2026 13:48:33,34.92,,,,,
213,06/12/2026 13:49:03,34.92,,,,,
214,06/12/2026 13:49:33,35.09,,,,,
215,06/12/2026 13:50:03,35.13,,,,,
216,06/12/2026 13:50:33,35.22,,,,,
217,06/12/2026 13:51:03,35.22,,,,,
218,06/12/2026 13:51:33,35.39,,,,,
219,06/12/2026 13:52:03,35.48,,,,,
220,06/12/2026 13:52:33,35.52,,,,,
221,06/12/2026 13:53:03,35.60,,,,,
222,06/12/2026 13:53:33,35.69,,,,,
223,06/12/2026 13:54:03,35.78,,,,,
224,06/12/2026 13:54:33,35.90,,,,,
225,06/12/2026 13:55:03,35.95,,,,,
226,06/12/2026 13:55:33,36.03,,,,,
227,06/12/2026 13:56:03,36.12,,,,,
228,06/12/2026 13:56:33,36.16,,,,,
229,06/12/2026 13:57:03,36.25,,,,,
230,06/12/2026 13:57:33,36.29,,,,,
231,06/12/2026 13:58:03,36.38,,,,,
232,06/12/2026 13:58:33,36.51,,,,,
233,06/12/2026 13:59:03,36.51,,,,,
234,06/12/2026 13:59:33,36.59,,,,,
235,06/12/2026 14:00:03,36.68,,,,,
236,06/12/2026 14:00:33,36.76,,,,,
237,06/12/2026 14:01:03,36.85,,,,,
238,06/12/2026 14:01:22,,,Logged,Logged,,
239,06/12/2026 14:01:25,,,,,Logged,
240,06/12/2026 14:01:33,36.89,,,,,Logged
