#,Date-Time (EDT),Temperature   (°C),Started,Button Down,Button Up,Host Connected,End of File
67,06/12/2026 12:34:37,22.78,,,,,
68,06/12/2026 12:35:07,22.86,,,,,
69,06/12/2026 12:35:37,22.99,,,,,
70,06/12/2026 12:36:07,23.08,,,,,
71,06/12/2026 12:36:37,23.21,,,,,
72,06/12/2026 12:37:07,23.38,,,,,
73,06/12/2026 12:37:37,23.46,,,,,
74,06/12/2026 12:38:07,23.59,,,,,
75,06/12/2026 12:38:37,23.68,,,,,
76,06/12/2026 12:39:07,23.85,,,,,
77,06/12/2026 12:39:37,23.98,,,,,
78,06/12/2026 12:40:07,24.11,,,,,
79,06/12/2026 12:40:37,24.24,,,,,
80,06/12/2026 12:41:07,24.36,,,,,
81,06/12/2026 12:41:37,24.58,,,,,
82,06/12/2026 12:42:07,24.62,,,,,
83,06/12/2026 12:42:37,24.79,,,,,
84,06/12/2026 12:43:07,24.92,,,,,
85,06/12/2026 12:43:37,25.05,,,,,
86,06/12/2026 12:44:07,25.18,,,,,
87,06/12/2026 12:44:37,25.31,,,,,
88,06/12/2026 12:45:07,25.44,,,,,
89,06/12/2026 12:45:37,25.61,,,,,
90,06/12/2026 12:46:07,25.74,,,,,
91,06/12/2026 12:46:37,25.87,,,,,
92,06/12/2026 12:47:07,25.99,,,,,
93,06/12/2026 12:47:37,26.12,,,,,
94,06/12/2026 12:48:07,26.25,,,,,
95,06/12/2026 12:48:37,26.38,,,,,
96,06/12/2026 12:49:07,26.51,,,,,
97,06/12/2026 12:49:37,26.64,,,,,
98,06/12/2026 12:50:07,26.81,,,,,
99,06/12/2026 12:50:37,26.90,,,,,
100,06/12/2026 12:51:07,27.07,,,,,
101,06/12/2026 12:51:37,27.20,,,,,
102,06/12/2026 12:52:07,27.32,,,,,
103,06/12/2026 12:52:37,27.41,,,,,
104,06/12/2026 12:53:07,27.58,,,,,
105,06/12/2026 12:53:37,27.67,,,,,
106,06/12/2026 12:54:07,27.84,,,,,
107,06/12/2026 12:54:37,27.93,,,,,
108,06/12/2026 12:55:07,28.01,,,,,
109,06/12/2026 12:55:37,28.14,,,,,
110,06/12/2026 12:56:07,28.31,,,,,
111,06/12/2026 12:56:37,28.40,,,,,
112,06/12/2026 12:57:07,28.48,,,,,
113,06/12/2026 12:57:37,28.65,,,,,
114,06/12/2026 12:58:07,28.74,,,,,
115,06/12/2026 12:58:37,28.87,,,,,
116,06/12/2026 12:59:07,28.95,,,,,
117,06/12/2026 12:59:37,29.17,,,,,
118,06/12/2026 13:00:07,29.26,,,,,
119,06/12/2026 13:00:37,29.38,,,,,
120,06/12/2026 13:01:07,29.47,,,,,
121,06/12/2026 13:01:37,29.64,,,,,
122,06/12/2026 13:02:07,29.73,,,,,
123,06/12/2026 13:02:37,29.81,,,,,
124,06/12/2026 13:03:07,29.90,,,,,
125,06/12/2026 13:03:37,30.03,,,,,
126,06/12/2026 13:04:07,30.16,,,,,
127,06/12/2026 13:04:37,30.28,,,,,
128,06/12/2026 13:05:07,30.41,,,,,
129,06/12/2026 13:05:37,30.50,,,,,
130,06/12/2026 13:06:07,30.63,,,,,
131,06/12/2026 13:06:37,30.71,,,,,
132,06/12/2026 13:07:07,30.89,,,,,
133,06/12/2026 13:07:37,30.93,,,,,
134,06/12/2026 13:08:07,31.01,,,,,
135,06/12/2026 13:08:37,31.19,,,,,
136,06/12/2026 13:09:07,31.27,,,,,
137,06/12/2026 13:09:37,31.40,,,,,
138,06/12/2026 13:10:07,31.49,,,,,
139,06/12/2026 13:10:37,31.57,,,,,
140,06/12/2026 13:11:07,31.70,,,,,
141,06/12/2026 13:11:37,31.79,,,,,
142,06/12/2026 13:12:07,31.87,,,,,
143,06/12/2026 13:12:37,31.96,,,,,
144,06/12/2026 13:13:07,32.09,,,,,
145,06/12/2026 13:13:37,32.17,,,,,
146,06/12/2026 13:14:07,32.34,,,,,
147,06/12/2026 13:14:37,32.39,,,,,
148,06/12/2026 13:15:07,32.47,,,,,
149,06/12/2026 13:15:37,32.60,,,,,
150,06/12/2026 13:16:07,32.64,,,,,
151,06/12/2026 13:16:37,32.82,,,,,
152,06/12/2026 13:17:07,32.86,,,,,
153,06/12/2026 13:17:37,32.99,,,,,
154,06/12/2026 13:18:07,33.12,,,,,
155,06/12/2026 13:18:37,33.16,,,,,
156,06/12/2026 13:19:07,33.33,,,,,
157,06/12/2026 13:19:37,33.37,,,,,
158,06/12/2026 13:20:07,33.46,,,,,
159,06/12/2026 13:20:37,33.55,,,,,
160,06/12/2026 13:21:07,33.63,,,,,
161,06/12/2026 13:21:37,33.72,,,,,
162,06/12/2026 13:22:07,33.80,,,,,
163,06/12/2026 13:22:37,33.93,,,,,
164,06/12/2026 13:23:07,33.93,,,,,
165,06/12/2026 13:23:37,34.10,,,,,
166,06/12/2026 13:24:07,34.15,,,,,
167,06/12/2026 13:24:37,34.19,,,,,
168,06/12/2026 13:25:07,34.23,,,,,
169,06/12/2026 13:25:37,34.36,,,,,
170,06/12/2026 13:26:07,34.45,,,,,
171,06/12/2026 13:26:37,34.49,,,,,
172,06/12/2026 13:27:07,34.66,,,,,
173,06/12/2026 13:27:37,34.70,,,,,
174,06/12/2026 13:28:07,34.79,,,,,
175,06/12/2026 13:28:37,34.83,,,,,
176,06/12/2026 13:29:07,34.96,,,,,
177,06/12/2026 13:29:37,35.05,,,,,
178,06/12/2026 13:30:07,35.09,,,,,
179,06/12/2026 13:30:37,35.18,,,,,
180,06/12/2026 13:31:07,35.26,,,,,
181,06/12/2026 13:31:37,35.30,,,,,
182,06/12/2026 13:32:07,35.43,,,,,
183,06/12/2026 13:32:37,35.52,,,,,
184,06/12/2026 13:33:07,35.60,,,,,
185,06/12/2026 13:33:37,35.60,,,,,
186,06/12/2026 13:34:07,35.73,,,,,
187,06/12/2026 13:34:37,35.82,,,,,
188,06/12/2026 13:35:07,35.86,,,,,
189,06/12/2026 13:35:37,35.90,,,,,
190,06/12/2026 13:36:07,35.95,,,,,
191,06/12/2026 13:36:37,36.03,,,,,
192,06/12/2026 13:37:07,36.12,,,,,
193,06/12/2026 13:37:37,36.12,,,,,
194,06/12/2026 13:38:07,36.12,,,,,
195,06/12/2026 13:38:37,36.08,,,,,
196,06/12/2026 13:39:07,36.12,,,,,
197,06/12/2026 13:39:37,36.08,,,,,
198,06/12/2026 13:40:07,36.16,,,,,
199,06/12/2026 13:40:37,36.12,,,,,
200,06/12/2026 13:41:07,36.08,,,,,
201,06/12/2026 13:41:09,,,Logged,Logged,,
202,06/12/2026 13:41:12,,,,,Logged,Logged
